idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict_raw,verdict,exit_code,result_file,log_file
11,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_07658_0.vnnlib,350,350,3.60,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0011__patch-1__spec_onnx_patch-1_idx_07658_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0011__patch-1__spec_onnx_patch-1_idx_07658_0.log
12,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_01534_0.vnnlib,350,350,5.24,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0012__patch-3__spec_onnx_patch-3_idx_01534_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0012__patch-3__spec_onnx_patch-3_idx_01534_0.log
13,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_15377_1.vnnlib,350,350,5.95,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0013__patch-3__spec_onnx_patch-3_idx_15377_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0013__patch-3__spec_onnx_patch-3_idx_15377_1.log
14,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_03396_1.vnnlib,350,350,4.93,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0014__patch-3__spec_onnx_patch-3_idx_03396_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0014__patch-3__spec_onnx_patch-3_idx_03396_1.log
15,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_00087_1.vnnlib,350,350,4.52,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0015__patch-1__spec_onnx_patch-1_idx_00087_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0015__patch-1__spec_onnx_patch-1_idx_00087_1.log
16,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_12878_4.vnnlib,350,350,5.94,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0016__patch-3__spec_onnx_patch-3_idx_12878_4.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0016__patch-3__spec_onnx_patch-3_idx_12878_4.log
17,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_03775_0.vnnlib,350,350,5.95,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0017__patch-1__spec_onnx_patch-1_idx_03775_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0017__patch-1__spec_onnx_patch-1_idx_03775_0.log
18,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_00099_1.vnnlib,350,350,5.85,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0018__patch-1__spec_onnx_patch-1_idx_00099_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0018__patch-1__spec_onnx_patch-1_idx_00099_1.log
19,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_14771_0.vnnlib,350,350,4.49,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0019__patch-3__spec_onnx_patch-3_idx_14771_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0019__patch-3__spec_onnx_patch-3_idx_14771_0.log
20,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_00269_0.vnnlib,350,350,5.43,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0020__patch-1__spec_onnx_patch-1_idx_00269_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0020__patch-1__spec_onnx_patch-1_idx_00269_0.log
21,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_01673_0.vnnlib,350,350,5.96,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0021__patch-3__spec_onnx_patch-3_idx_01673_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0021__patch-3__spec_onnx_patch-3_idx_01673_0.log
22,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_01613_0.vnnlib,350,350,5.31,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0022__patch-3__spec_onnx_patch-3_idx_01613_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0022__patch-3__spec_onnx_patch-3_idx_01613_0.log
23,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_16845_1.vnnlib,350,350,5.58,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0023__patch-1__spec_onnx_patch-1_idx_16845_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0023__patch-1__spec_onnx_patch-1_idx_16845_1.log
24,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_00206_0.vnnlib,350,350,3.87,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0024__patch-1__spec_onnx_patch-1_idx_00206_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0024__patch-1__spec_onnx_patch-1_idx_00206_0.log
25,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_08544_0.vnnlib,350,350,5.37,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0025__patch-3__spec_onnx_patch-3_idx_08544_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0025__patch-3__spec_onnx_patch-3_idx_08544_0.log
26,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_04746_0.vnnlib,350,350,6.04,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0026__patch-1__spec_onnx_patch-1_idx_04746_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0026__patch-1__spec_onnx_patch-1_idx_04746_0.log
27,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_03372_1.vnnlib,350,350,5.64,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0027__patch-3__spec_onnx_patch-3_idx_03372_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0027__patch-3__spec_onnx_patch-3_idx_03372_1.log
28,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_01366_0.vnnlib,350,350,4.98,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0028__patch-3__spec_onnx_patch-3_idx_01366_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0028__patch-3__spec_onnx_patch-3_idx_01366_0.log
29,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_02945_0.vnnlib,350,350,5.81,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0029__patch-3__spec_onnx_patch-3_idx_02945_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0029__patch-3__spec_onnx_patch-3_idx_02945_0.log
30,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_02827_0.vnnlib,350,350,5.37,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0030__patch-1__spec_onnx_patch-1_idx_02827_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0030__patch-1__spec_onnx_patch-1_idx_02827_0.log
31,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_00055_0.vnnlib,350,350,5.27,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0031__patch-3__spec_onnx_patch-3_idx_00055_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0031__patch-3__spec_onnx_patch-3_idx_00055_0.log
32,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_15842_2.vnnlib,350,350,5.85,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0032__patch-1__spec_onnx_patch-1_idx_15842_2.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0032__patch-1__spec_onnx_patch-1_idx_15842_2.log
33,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_01613_0.vnnlib,350,350,5.44,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0033__patch-1__spec_onnx_patch-1_idx_01613_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0033__patch-1__spec_onnx_patch-1_idx_01613_0.log
34,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_03746_1.vnnlib,350,350,4.59,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0034__patch-3__spec_onnx_patch-3_idx_03746_1.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0034__patch-3__spec_onnx_patch-3_idx_03746_1.log
35,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_06844_2.vnnlib,350,350,6.90,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0035__patch-3__spec_onnx_patch-3_idx_06844_2.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0035__patch-3__spec_onnx_patch-3_idx_06844_2.log
36,onnx/patch-1.onnx,vnnlib/spec_onnx_patch-1_idx_01045_0.vnnlib,350,350,4.58,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0036__patch-1__spec_onnx_patch-1_idx_01045_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0036__patch-1__spec_onnx_patch-1_idx_01045_0.log
37,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_13330_0.vnnlib,350,350,5.00,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0037__patch-3__spec_onnx_patch-3_idx_13330_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0037__patch-3__spec_onnx_patch-3_idx_13330_0.log
38,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_00559_0.vnnlib,350,350,5.62,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0038__patch-3__spec_onnx_patch-3_idx_00559_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0038__patch-3__spec_onnx_patch-3_idx_00559_0.log
39,onnx/patch-3.onnx,vnnlib/spec_onnx_patch-3_idx_16384_0.vnnlib,350,350,5.38,,error,1,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0039__patch-3__spec_onnx_patch-3_idx_16384_0.result,/data1/Kane/ACT/audit_results/pyrat_hybz_strict_20260528/cctsdb_yolo_2023/0039__patch-3__spec_onnx_patch-3_idx_16384_0.log
